index,City,Date,Card Type,Category,Gender,Amount
3108,Greater Mumbai,2014-06-08,Platinum,Bills,Female,120041
3109,Ahmedabad,2014-06-19,Gold,Bills,Male,144821
3110,Greater Mumbai,2015-02-11,Platinum,Food,Female,235466
3111,Greater Mumbai,2014-05-04,Silver,Grocery,Male,27046
3112,Greater Mumbai,2014-10-03,Gold,Entertainment,Female,267516
3113,Greater Mumbai,2014-10-10,Signature,Entertainment,Male,295952
3114,Ahmedabad,2014-11-19,Gold,Entertainment,Male,233970
3115,Bengaluru,2014-11-20,Platinum,Fuel,Female,58087
3116,Greater Mumbai,2014-05-29,Gold,Food,Female,128806
3117,Ahmedabad,2014-02-24,Silver,Bills,Male,61340
3118,Greater Mumbai,2013-12-05,Silver,Food,Male,264160
3119,Greater Mumbai,2013-12-24,Platinum,Grocery,Female,195388
3120,Delhi,2014-07-07,Silver,Food,Male,151637
3121,Bengaluru,2014-01-09,Gold,Fuel,Male,182534
3122,Delhi,2014-08-09,Platinum,Bills,Male,153560
3123,Bengaluru,2013-10-06,Silver,Entertainment,Female,153572
3124,Greater Mumbai,2014-04-21,Platinum,Fuel,Male,191965
3125,Bengaluru,2013-12-03,Signature,Entertainment,Male,30366
3126,Bengaluru,2015-02-03,Signature,Fuel,Female,247677
3127,Greater Mumbai,2015-02-12,Silver,Entertainment,Male,297742
3128,Ahmedabad,2015-03-09,Signature,Entertainment,Female,174737
3129,Delhi,2015-05-12,Platinum,Food,Male,292524
3130,Greater Mumbai,2014-11-05,Gold,Food,Female,61397
3131,Delhi,2015-05-20,Gold,Fuel,Male,188252
3132,Greater Mumbai,2014-02-04,Platinum,Fuel,Male,71407
3133,Greater Mumbai,2014-02-16,Platinum,Grocery,Male,286207
3134,Ahmedabad,2014-10-23,Signature,Bills,Male,109092
3135,Delhi,2014-07-19,Silver,Fuel,Female,52490
3136,Delhi,2014-09-09,Platinum,Food,Female,217217
3137,Ahmedabad,2013-11-21,Gold,Bills,Female,185396
3138,Delhi,2014-12-04,Gold,Fuel,Female,89521
3139,Delhi,2014-05-29,Silver,Grocery,Female,183922
3140,Bengaluru,2015-02-20,Signature,Food,Male,282174
3141,Greater Mumbai,2014-11-06,Platinum,Bills,Female,255407
3142,Bengaluru,2015-05-16,Silver,Bills,Male,291273
3143,Bengaluru,2015-04-05,Signature,Entertainment,Female,145219
3144,Ahmedabad,2014-01-22,Gold,Entertainment,Male,212069
3145,Greater Mumbai,2015-04-07,Gold,Bills,Male,40502
3146,Ahmedabad,2013-11-14,Gold,Grocery,Female,27102
3147,Greater Mumbai,2014-07-15,Signature,Food,Male,18696
3148,Bengaluru,2014-12-25,Signature,Grocery,Female,84745
3149,Bengaluru,2014-03-03,Gold,Grocery,Female,143466
3150,Delhi,2014-10-03,Platinum,Bills,Female,22077
3151,Bengaluru,2013-10-12,Silver,Grocery,Male,2114
3152,Bengaluru,2014-08-26,Silver,Entertainment,Female,187060
3153,Greater Mumbai,2014-05-26,Silver,Grocery,Female,48203
3154,Greater Mumbai,2015-02-20,Gold,Food,Female,71829
3155,Greater Mumbai,2014-10-05,Silver,Grocery,Male,180038
3156,Ahmedabad,2014-03-18,Signature,Bills,Female,44348
3157,Ahmedabad,2014-12-22,Gold,Food,Female,69685
3158,Bengaluru,2014-12-15,Signature,Fuel,Female,243582
3159,Bengaluru,2015-05-03,Silver,Fuel,Male,175700
3160,Ahmedabad,2014-11-19,Platinum,Fuel,Female,215084
3161,Ahmedabad,2014-03-21,Platinum,Bills,Male,252844
3162,Greater Mumbai,2014-05-19,Silver,Fuel,Female,271791
3163,Greater Mumbai,2014-12-22,Signature,Grocery,Female,173083
3164,Delhi,2014-07-14,Silver,Fuel,Male,276169
3165,Ahmedabad,2014-08-28,Platinum,Food,Male,124863
3166,Delhi,2015-05-05,Silver,Food,Male,142273
3167,Delhi,2013-10-06,Platinum,Grocery,Female,23276
3168,Bengaluru,2014-06-10,Signature,Fuel,Female,290998
3169,Ahmedabad,2015-01-11,Gold,Food,Female,144791
3170,Ahmedabad,2015-05-04,Platinum,Food,Female,138000
3171,Greater Mumbai,2014-10-03,Platinum,Grocery,Male,29551
3172,Ahmedabad,2014-10-21,Platinum,Food,Female,156456
3173,Ahmedabad,2014-08-12,Platinum,Bills,Female,6774
3174,Ahmedabad,2013-11-10,Platinum,Entertainment,Female,291608
3175,Ahmedabad,2015-04-01,Silver,Grocery,Male,153575
3176,Ahmedabad,2013-11-29,Gold,Fuel,Female,225187
3177,Delhi,2014-07-29,Gold,Bills,Female,200994
3178,Greater Mumbai,2015-05-12,Gold,Entertainment,Female,182481
3179,Greater Mumbai,2015-05-16,Gold,Fuel,Female,187152
3180,Greater Mumbai,2014-06-07,Signature,Food,Female,98950
3181,Delhi,2014-09-09,Gold,Fuel,Male,135962
3182,Delhi,2014-04-28,Signature,Entertainment,Female,277577
3183,Ahmedabad,2015-01-02,Platinum,Grocery,Male,134885
3184,Bengaluru,2015-01-12,Gold,Entertainment,Male,226569
3185,Ahmedabad,2015-01-14,Silver,Fuel,Female,272999
3186,Bengaluru,2014-06-26,Platinum,Food,Male,166245
3187,Bengaluru,2014-08-20,Platinum,Food,Female,73268
3188,Greater Mumbai,2014-10-31,Gold,Bills,Female,47937
3189,Delhi,2015-01-28,Silver,Entertainment,Male,95239
3190,Greater Mumbai,2015-05-07,Platinum,Food,Male,16996
3191,Greater Mumbai,2015-05-12,Silver,Entertainment,Female,4642
3192,Ahmedabad,2015-03-08,Silver,Entertainment,Male,134949
3193,Ahmedabad,2013-10-15,Platinum,Grocery,Male,51765
3194,Delhi,2014-09-07,Gold,Bills,Male,250241
3195,Ahmedabad,2015-03-14,Signature,Grocery,Male,239615
3196,Greater Mumbai,2015-02-13,Platinum,Grocery,Male,103563
3197,Ahmedabad,2014-04-30,Signature,Bills,Female,96088
3198,Greater Mumbai,2014-12-27,Gold,Entertainment,Male,82000
3199,Greater Mumbai,2013-11-05,Silver,Entertainment,Male,161861
3200,Ahmedabad,2015-03-14,Gold,Entertainment,Male,44081
3201,Ahmedabad,2015-04-06,Silver,Grocery,Male,146009
3202,Bengaluru,2014-12-09,Signature,Bills,Male,119595
3203,Delhi,2013-11-24,Platinum,Grocery,Male,144677
3204,Ahmedabad,2014-12-13,Signature,Bills,Female,14004
3205,Delhi,2015-03-19,Gold,Grocery,Male,190662
3206,Ahmedabad,2015-05-11,Signature,Entertainment,Male,251307
3207,Greater Mumbai,2014-11-30,Signature,Grocery,Male,102407
3208,Delhi,2013-11-02,Gold,Food,Male,135150
3209,Delhi,2015-05-25,Platinum,Bills,Female,110862
3210,Ahmedabad,2014-10-07,Signature,Fuel,Female,110230
3211,Ahmedabad,2014-03-18,Signature,Food,Male,102510
3212,Ahmedabad,2015-01-18,Gold,Bills,Male,179669
3213,Greater Mumbai,2014-08-07,Silver,Fuel,Female,258129
3214,Greater Mumbai,2015-01-14,Signature,Entertainment,Female,244834
3215,Delhi,2014-12-27,Gold,Food,Female,218036
3216,Bengaluru,2013-12-09,Platinum,Bills,Male,43773
3217,Ahmedabad,2013-10-21,Gold,Entertainment,Male,126336
3218,Bengaluru,2014-10-22,Signature,Fuel,Female,206379
3219,Bengaluru,2013-11-15,Platinum,Bills,Female,12909
3220,Greater Mumbai,2014-11-01,Platinum,Grocery,Male,246276
3221,Greater Mumbai,2013-12-22,Signature,Entertainment,Female,44095
3222,Bengaluru,2013-12-09,Platinum,Fuel,Male,107309
3223,Delhi,2014-09-30,Silver,Food,Male,72515
3224,Greater Mumbai,2015-03-28,Platinum,Grocery,Female,178405
3225,Delhi,2014-09-26,Silver,Entertainment,Male,47883
3226,Ahmedabad,2014-08-14,Platinum,Fuel,Female,188430
3227,Delhi,2014-03-07,Gold,Bills,Male,28484
3228,Ahmedabad,2014-01-31,Platinum,Bills,Male,297691
3229,Greater Mumbai,2014-08-27,Silver,Entertainment,Female,23526
3230,Ahmedabad,2013-11-22,Platinum,Entertainment,Male,202719
3231,Greater Mumbai,2013-12-11,Silver,Food,Male,126909
3232,Ahmedabad,2014-11-21,Signature,Entertainment,Male,69389
3233,Greater Mumbai,2014-08-17,Signature,Fuel,Female,190466
3234,Greater Mumbai,2013-12-14,Signature,Entertainment,Female,172537
3235,Greater Mumbai,2014-02-12,Gold,Fuel,Male,118158
3236,Delhi,2013-12-19,Signature,Fuel,Male,294302
3237,Delhi,2014-10-30,Signature,Fuel,Male,243278
3238,Bengaluru,2013-10-25,Silver,Entertainment,Female,30391
3239,Bengaluru,2014-07-22,Platinum,Entertainment,Female,256768
3240,Bengaluru,2014-03-03,Silver,Entertainment,Female,81879
3241,Greater Mumbai,2015-05-13,Gold,Bills,Female,147108
3242,Greater Mumbai,2014-12-10,Platinum,Fuel,Male,44254
3243,Bengaluru,2014-06-14,Platinum,Fuel,Female,236313
3244,Bengaluru,2015-03-16,Signature,Fuel,Female,278217
3245,Delhi,2015-02-01,Platinum,Entertainment,Male,274762
3246,Bengaluru,2014-01-11,Signature,Entertainment,Female,82450
3247,Ahmedabad,2014-10-09,Gold,Fuel,Male,289876
3248,Ahmedabad,2015-03-08,Silver,Food,Female,113330
3249,Ahmedabad,2014-02-02,Gold,Grocery,Female,26836
3250,Greater Mumbai,2015-02-01,Silver,Bills,Female,252610
3251,Delhi,2015-01-21,Platinum,Bills,Female,199924
3252,Bengaluru,2014-12-16,Silver,Food,Male,129481
3253,Greater Mumbai,2015-02-02,Signature,Fuel,Female,44232
3254,Bengaluru,2014-11-28,Silver,Bills,Female,150518
3255,Greater Mumbai,2013-10-29,Signature,Grocery,Male,6676
3256,Greater Mumbai,2014-05-06,Gold,Bills,Male,130308
3257,Ahmedabad,2013-12-16,Silver,Food,Female,75866
3258,Delhi,2014-03-11,Silver,Grocery,Male,166352
3259,Greater Mumbai,2014-02-25,Gold,Grocery,Male,26426
3260,Greater Mumbai,2014-06-15,Signature,Grocery,Female,201558
3261,Delhi,2014-08-08,Gold,Entertainment,Female,216588
3262,Bengaluru,2014-08-07,Platinum,Food,Male,291317
3263,Delhi,2015-02-13,Gold,Bills,Female,108093
3264,Bengaluru,2015-03-20,Signature,Bills,Female,51296
3265,Ahmedabad,2015-02-17,Silver,Food,Female,222314
3266,Delhi,2014-05-04,Platinum,Bills,Female,257974
3267,Ahmedabad,2014-11-05,Gold,Fuel,Male,280938
3268,Bengaluru,2014-05-05,Gold,Entertainment,Female,277027
3269,Greater Mumbai,2013-11-25,Silver,Bills,Male,27610
3270,Ahmedabad,2014-06-18,Signature,Bills,Male,65287
3271,Bengaluru,2014-08-06,Platinum,Grocery,Female,51623
3272,Delhi,2014-12-15,Signature,Fuel,Female,114310
3273,Greater Mumbai,2014-08-23,Signature,Food,Male,162826
3274,Bengaluru,2013-12-01,Platinum,Grocery,Male,174412
3275,Ahmedabad,2014-04-09,Platinum,Bills,Male,42636
3276,Bengaluru,2013-10-16,Signature,Food,Male,166199
3277,Delhi,2015-01-21,Gold,Grocery,Female,277797
3278,Ahmedabad,2015-05-10,Silver,Bills,Male,82961
3279,Ahmedabad,2014-02-16,Gold,Entertainment,Male,238551
3280,Delhi,2014-04-29,Signature,Grocery,Female,254285
3281,Greater Mumbai,2015-03-23,Platinum,Grocery,Male,2649
3282,Ahmedabad,2015-03-22,Signature,Bills,Male,73700
3283,Greater Mumbai,2013-10-21,Signature,Grocery,Female,269682
3284,Greater Mumbai,2014-03-29,Signature,Entertainment,Male,208845
3285,Ahmedabad,2014-01-13,Silver,Entertainment,Male,97501
3286,Greater Mumbai,2015-01-04,Platinum,Food,Female,14726
3287,Greater Mumbai,2014-10-20,Silver,Bills,Male,73401
3288,Greater Mumbai,2015-03-04,Signature,Food,Female,186382
3289,Bengaluru,2014-01-01,Gold,Food,Female,16354
3290,Greater Mumbai,2014-03-18,Silver,Bills,Male,157663
3291,Ahmedabad,2013-11-30,Gold,Food,Female,293483
3292,Delhi,2015-03-26,Gold,Grocery,Female,255425
3293,Bengaluru,2014-10-25,Signature,Grocery,Male,255450
3294,Delhi,2015-02-15,Silver,Grocery,Female,264573
3295,Ahmedabad,2015-04-24,Silver,Grocery,Male,221028
3296,Greater Mumbai,2015-04-16,Silver,Fuel,Male,108624
3297,Delhi,2015-05-14,Platinum,Entertainment,Female,183892
3298,Bengaluru,2014-07-02,Gold,Grocery,Female,31789
3299,Greater Mumbai,2014-03-15,Silver,Entertainment,Female,227071
3300,Ahmedabad,2014-10-17,Gold,Entertainment,Female,154448
3301,Ahmedabad,2015-04-25,Signature,Entertainment,Male,149145
3302,Bengaluru,2014-09-26,Gold,Entertainment,Female,127341
3303,Ahmedabad,2014-04-01,Gold,Grocery,Female,145893
3304,Delhi,2013-10-13,Platinum,Bills,Male,214795
3305,Delhi,2014-10-22,Signature,Fuel,Male,76391
3306,Greater Mumbai,2014-08-12,Gold,Bills,Female,209144
3307,Ahmedabad,2013-12-17,Gold,Grocery,Female,207658
3308,Bengaluru,2013-11-15,Gold,Grocery,Female,279816
3309,Greater Mumbai,2013-12-20,Silver,Food,Male,164375
3310,Greater Mumbai,2013-12-09,Silver,Grocery,Female,152697
3311,Greater Mumbai,2015-05-18,Gold,Bills,Female,221489
3312,Delhi,2015-04-18,Platinum,Food,Female,193146
3313,Ahmedabad,2015-03-03,Platinum,Entertainment,Male,184513
3314,Ahmedabad,2015-05-14,Signature,Bills,Female,242987
3315,Bengaluru,2014-10-03,Gold,Grocery,Male,149807
3316,Greater Mumbai,2014-12-11,Signature,Grocery,Female,80333
3317,Bengaluru,2014-11-27,Silver,Food,Female,143950
3318,Greater Mumbai,2015-03-31,Silver,Fuel,Female,99447
3319,Ahmedabad,2014-02-26,Platinum,Entertainment,Female,191745
3320,Delhi,2014-10-04,Signature,Entertainment,Male,14443
3321,Delhi,2014-03-02,Silver,Grocery,Female,215732
3322,Greater Mumbai,2014-11-15,Gold,Food,Female,123123
3323,Ahmedabad,2013-10-10,Signature,Food,Female,93503
3324,Greater Mumbai,2013-11-03,Platinum,Bills,Female,149424
3325,Bengaluru,2014-08-17,Platinum,Entertainment,Male,148444
3326,Ahmedabad,2014-08-15,Signature,Food,Male,14646
3327,Ahmedabad,2014-01-19,Platinum,Fuel,Female,289454
3328,Greater Mumbai,2015-01-03,Signature,Bills,Male,103578
3329,Bengaluru,2014-11-04,Gold,Food,Male,206125
3330,Bengaluru,2014-07-26,Gold,Food,Female,93631
3331,Greater Mumbai,2014-01-29,Silver,Entertainment,Male,295591
3332,Delhi,2013-12-05,Signature,Food,Male,38701
3333,Bengaluru,2014-11-06,Signature,Food,Female,214247
3334,Bengaluru,2014-05-23,Signature,Grocery,Female,160916
3335,Ahmedabad,2015-02-25,Signature,Bills,Male,286859
3336,Greater Mumbai,2014-06-02,Signature,Bills,Female,253952
3337,Delhi,2014-06-17,Gold,Bills,Female,200521
3338,Delhi,2014-01-26,Platinum,Food,Male,16190
3339,Delhi,2015-01-13,Silver,Entertainment,Male,177984
3340,Ahmedabad,2015-01-19,Signature,Grocery,Female,1024
3341,Delhi,2014-02-23,Signature,Fuel,Male,125983
3342,Greater Mumbai,2014-09-26,Signature,Bills,Male,295065
3343,Delhi,2014-06-17,Silver,Fuel,Male,185288
3344,Greater Mumbai,2015-01-17,Gold,Grocery,Male,267904
3345,Delhi,2015-04-05,Silver,Fuel,Female,252743
3346,Greater Mumbai,2014-08-13,Silver,Bills,Female,5252
3347,Bengaluru,2015-05-11,Gold,Fuel,Female,83047
3348,Bengaluru,2013-10-23,Gold,Entertainment,Female,127212
3349,Delhi,2014-01-28,Silver,Grocery,Male,86059
3350,Bengaluru,2014-03-20,Silver,Bills,Male,28223
3351,Bengaluru,2014-08-03,Gold,Fuel,Female,45014
3352,Delhi,2015-03-22,Signature,Fuel,Female,105560
3353,Delhi,2014-01-29,Gold,Grocery,Female,150501
3354,Ahmedabad,2015-01-11,Silver,Fuel,Female,10396
3355,Bengaluru,2014-10-19,Platinum,Entertainment,Male,63889
3356,Greater Mumbai,2014-07-30,Platinum,Bills,Female,17794
3357,Greater Mumbai,2014-06-27,Platinum,Food,Female,55271
3358,Delhi,2015-04-13,Gold,Fuel,Male,91748
3359,Greater Mumbai,2014-10-10,Gold,Entertainment,Female,104041
3360,Delhi,2014-11-12,Signature,Bills,Male,158070
3361,Bengaluru,2014-12-26,Silver,Grocery,Male,64911
3362,Ahmedabad,2014-12-15,Gold,Bills,Female,52112
3363,Delhi,2013-10-21,Platinum,Entertainment,Female,49877
3364,Greater Mumbai,2014-10-22,Gold,Bills,Female,290096
3365,Bengaluru,2014-11-28,Gold,Food,Female,30299
3366,Bengaluru,2014-04-18,Signature,Grocery,Male,274194
3367,Delhi,2013-11-16,Signature,Grocery,Female,202325
3368,Greater Mumbai,2014-08-31,Platinum,Bills,Female,143610
3369,Bengaluru,2014-05-05,Signature,Bills,Male,27039
3370,Bengaluru,2015-02-06,Silver,Grocery,Female,129489
3371,Greater Mumbai,2014-07-15,Gold,Entertainment,Male,112476
3372,Ahmedabad,2013-10-21,Gold,Bills,Female,195523
3373,Delhi,2014-11-09,Signature,Food,Female,285086
3374,Delhi,2015-04-15,Signature,Bills,Male,101934
3375,Greater Mumbai,2015-04-03,Silver,Fuel,Female,133592
3376,Ahmedabad,2014-05-05,Silver,Food,Male,78729
3377,Ahmedabad,2015-03-13,Platinum,Grocery,Female,209870
3378,Delhi,2015-04-08,Platinum,Bills,Male,76870
3379,Greater Mumbai,2014-04-10,Platinum,Fuel,Female,292934
3380,Delhi,2014-05-22,Silver,Entertainment,Male,249740
3381,Bengaluru,2014-07-13,Platinum,Fuel,Male,24367
3382,Greater Mumbai,2015-03-09,Silver,Food,Female,26738
3383,Bengaluru,2013-12-23,Platinum,Entertainment,Female,172361
3384,Bengaluru,2014-07-07,Silver,Entertainment,Female,42525
3385,Ahmedabad,2013-12-03,Signature,Fuel,Female,11562
3386,Bengaluru,2014-02-22,Gold,Food,Female,259814
3387,Delhi,2014-10-19,Gold,Fuel,Female,249130
3388,Greater Mumbai,2014-05-01,Silver,Entertainment,Male,148828
3389,Ahmedabad,2014-04-10,Signature,Bills,Male,263733
3390,Delhi,2013-10-13,Silver,Bills,Female,138597
3391,Bengaluru,2013-12-25,Signature,Entertainment,Male,244583
3392,Ahmedabad,2014-04-08,Silver,Grocery,Female,6181
3393,Greater Mumbai,2015-05-21,Platinum,Bills,Male,295605
3394,Delhi,2015-02-09,Platinum,Grocery,Male,261243
3395,Ahmedabad,2014-08-14,Silver,Bills,Male,233712
3396,Bengaluru,2015-05-06,Gold,Food,Female,79296
3397,Greater Mumbai,2013-10-27,Signature,Food,Male,33781
3398,Bengaluru,2014-06-12,Silver,Fuel,Male,198945
3399,Bengaluru,2013-10-13,Platinum,Grocery,Female,178349
3400,Delhi,2014-07-13,Gold,Fuel,Female,264850
3401,Ahmedabad,2014-01-07,Platinum,Fuel,Male,299796
3402,Greater Mumbai,2014-09-19,Platinum,Food,Male,173728
3403,Delhi,2013-12-31,Platinum,Fuel,Female,161235
3404,Delhi,2014-11-15,Silver,Fuel,Male,253748
3405,Bengaluru,2014-03-29,Gold,Entertainment,Male,108680
3406,Greater Mumbai,2014-12-22,Platinum,Entertainment,Male,204425
3407,Ahmedabad,2014-02-10,Signature,Food,Male,61833
3408,Bengaluru,2014-07-26,Gold,Grocery,Female,220827
3409,Delhi,2014-07-23,Platinum,Food,Female,277977
3410,Ahmedabad,2014-01-24,Platinum,Food,Female,288861
3411,Delhi,2014-08-04,Gold,Bills,Male,220894
3412,Bengaluru,2013-10-11,Signature,Fuel,Male,48441
3413,Bengaluru,2013-12-24,Signature,Fuel,Female,196828
3414,Bengaluru,2015-03-20,Platinum,Food,Female,239805
3415,Delhi,2014-02-23,Gold,Grocery,Female,1105
3416,Delhi,2015-05-18,Gold,Food,Male,65357
3417,Greater Mumbai,2014-12-17,Gold,Bills,Female,230105
3418,Bengaluru,2014-01-26,Silver,Grocery,Female,269148
3419,Bengaluru,2014-03-12,Gold,Fuel,Male,144149
3420,Delhi,2015-01-21,Platinum,Grocery,Male,297163
3421,Bengaluru,2014-05-08,Gold,Food,Female,201926
3422,Bengaluru,2013-11-27,Platinum,Grocery,Male,59985
3423,Bengaluru,2015-01-26,Platinum,Grocery,Male,168705
3424,Delhi,2014-03-11,Gold,Bills,Male,131596
3425,Delhi,2014-05-19,Silver,Entertainment,Female,21143
3426,Bengaluru,2013-11-13,Signature,Grocery,Female,249756
3427,Bengaluru,2014-10-10,Signature,Bills,Male,54330
3428,Bengaluru,2014-08-01,Silver,Bills,Female,212811
3429,Bengaluru,2014-07-31,Silver,Bills,Male,117095
3430,Greater Mumbai,2015-03-18,Signature,Fuel,Female,28814
3431,Delhi,2014-05-10,Silver,Food,Male,16790
3432,Bengaluru,2014-08-18,Signature,Grocery,Male,126567
3433,Greater Mumbai,2014-10-01,Gold,Fuel,Male,275064
3434,Bengaluru,2015-01-09,Silver,Entertainment,Female,186980
3435,Bengaluru,2013-12-28,Signature,Fuel,Female,108104
3436,Bengaluru,2015-02-08,Silver,Bills,Female,204964
3437,Greater Mumbai,2013-10-09,Signature,Food,Male,54958
3438,Bengaluru,2014-09-01,Signature,Entertainment,Female,56352
3439,Delhi,2014-07-08,Gold,Grocery,Female,70451
3440,Greater Mumbai,2013-12-03,Gold,Entertainment,Male,69684
3441,Bengaluru,2014-11-29,Silver,Bills,Male,7798
3442,Ahmedabad,2013-11-27,Platinum,Entertainment,Male,182150
3443,Delhi,2015-03-29,Gold,Food,Male,42130
3444,Ahmedabad,2014-04-08,Gold,Entertainment,Male,82563
3445,Ahmedabad,2015-04-17,Signature,Grocery,Female,257351
3446,Delhi,2015-02-26,Platinum,Grocery,Female,228047
3447,Greater Mumbai,2014-03-02,Platinum,Bills,Male,193380
3448,Bengaluru,2014-08-02,Gold,Fuel,Male,73251
3449,Bengaluru,2013-12-08,Signature,Bills,Female,256425
3450,Bengaluru,2014-08-13,Signature,Food,Male,33621
3451,Greater Mumbai,2014-01-11,Platinum,Bills,Female,262073
3452,Greater Mumbai,2014-07-27,Gold,Entertainment,Female,193191
3453,Bengaluru,2014-06-21,Platinum,Bills,Female,69831
3454,Greater Mumbai,2014-01-26,Platinum,Food,Male,297788
3455,Ahmedabad,2015-01-23,Gold,Grocery,Male,116321
3456,Ahmedabad,2013-10-05,Signature,Grocery,Male,20999
3457,Ahmedabad,2013-12-24,Signature,Bills,Female,234766
3458,Bengaluru,2014-03-19,Gold,Fuel,Female,151197
3459,Bengaluru,2013-10-26,Silver,Food,Female,230403
3460,Greater Mumbai,2014-04-23,Signature,Bills,Male,155516
3461,Delhi,2015-04-29,Signature,Food,Male,117766
3462,Ahmedabad,2015-03-21,Platinum,Grocery,Male,190483
3463,Bengaluru,2015-01-08,Silver,Bills,Female,74264
3464,Ahmedabad,2014-02-01,Signature,Food,Male,208437
3465,Ahmedabad,2014-10-16,Gold,Grocery,Female,175333
3466,Delhi,2015-05-09,Silver,Fuel,Male,29681
3467,Greater Mumbai,2014-11-15,Platinum,Bills,Male,264801
3468,Delhi,2015-01-27,Platinum,Food,Female,255881
3469,Ahmedabad,2014-01-30,Silver,Fuel,Male,9785
3470,Bengaluru,2013-10-18,Gold,Bills,Male,90997
3471,Greater Mumbai,2015-05-22,Gold,Bills,Male,249677
3472,Greater Mumbai,2014-06-21,Signature,Food,Female,153609
3473,Bengaluru,2014-06-05,Silver,Grocery,Female,200902
3474,Delhi,2015-04-01,Silver,Bills,Female,207803
3475,Greater Mumbai,2014-04-19,Signature,Grocery,Male,231115
3476,Bengaluru,2014-08-18,Silver,Food,Male,88101
3477,Ahmedabad,2014-06-25,Platinum,Grocery,Male,241690
3478,Ahmedabad,2013-12-05,Signature,Fuel,Male,299329
3479,Greater Mumbai,2014-09-02,Platinum,Grocery,Female,80905
3480,Bengaluru,2014-10-19,Gold,Food,Female,32832
3481,Ahmedabad,2015-01-01,Gold,Food,Male,294742
3482,Greater Mumbai,2014-02-05,Signature,Bills,Female,255057
3483,Greater Mumbai,2014-12-23,Platinum,Grocery,Male,151266
3484,Ahmedabad,2015-01-24,Platinum,Food,Female,61439
3485,Ahmedabad,2013-12-21,Signature,Fuel,Male,172238
3486,Ahmedabad,2015-01-26,Platinum,Grocery,Male,245745
3487,Bengaluru,2014-07-27,Gold,Bills,Male,73085
3488,Greater Mumbai,2014-07-19,Gold,Fuel,Male,240157
3489,Delhi,2013-10-28,Platinum,Entertainment,Male,113312
3490,Delhi,2014-03-14,Silver,Fuel,Male,277448
3491,Bengaluru,2014-08-26,Signature,Fuel,Male,129228
3492,Greater Mumbai,2014-09-16,Silver,Food,Male,289865
3493,Bengaluru,2014-04-28,Gold,Entertainment,Male,168191
3494,Delhi,2014-05-12,Silver,Bills,Female,57309
3495,Delhi,2015-01-25,Gold,Food,Female,153602
3496,Delhi,2014-02-11,Gold,Grocery,Female,143262
3497,Greater Mumbai,2013-10-09,Gold,Fuel,Male,209565
3498,Greater Mumbai,2015-05-02,Signature,Grocery,Female,55079
3499,Bengaluru,2014-02-05,Signature,Bills,Female,198469
3500,Delhi,2015-02-20,Gold,Entertainment,Male,272669
3501,Greater Mumbai,2015-03-21,Gold,Entertainment,Female,280845
